threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
0.175,0.6426820299092915,0.48188760524769925,0.9014652014652015,0.6280464463442644,0.806040446902643,0.640498971308562
0.18,0.6474626133856337,0.4855101230647082,0.895970695970696,0.629763130792997,0.806040446902643,0.640498971308562
0.185,0.6515077224810002,0.4886750851874123,0.8930402930402931,0.6316880424925508,0.806040446902643,0.640498971308562
0.19,0.6554302525128708,0.491789985809852,0.8886446886446886,0.6331723867936839,0.806040446902643,0.640498971308562
0.195,0.660210835989213,0.4956967213114754,0.886080586080586,0.635742444152431,0.806040446902643,0.640498971308562
0.19999999999999996,0.6649914194655553,0.49968963376784603,0.8846153846153846,0.6386354621182071,0.806040446902643,0.640498971308562
0.20499999999999996,0.668423633243442,0.502613422538156,0.8805860805860806,0.6399574071609211,0.806040446902643,0.640498971308562
0.20999999999999996,0.6723461632753126,0.5060113900021093,0.8787545787545787,0.6422165707401954,0.806040446902643,0.640498971308562
0.21499999999999997,0.6755332189262074,0.5088429575964202,0.8747252747252747,0.6434056311464368,0.806040446902643,0.640498971308562
0.21999999999999997,0.679210590831086,0.5121793489976288,0.8703296703296703,0.6448636178585968,0.806040446902643,0.640498971308562
0.22499999999999998,0.6831331208629566,0.5157917664996733,0.8673992673992674,0.6469061603606064,0.806040446902643,0.640498971308562
0.22999999999999998,0.6869330718313312,0.5193661971830986,0.8644688644688645,0.6488864448721474,0.806040446902643,0.640498971308562
0.235,0.6893846531012503,0.5217198581560284,0.8622710622710623,0.6500966583816625,0.806040446902643,0.640498971308562
0.24,0.6919588134346654,0.5242566510172144,0.8589743589743589,0.6511175898931001,0.806040446902643,0.640498971308562
0.245,0.6951458690855602,0.5274452224983058,0.8553113553113553,0.6525080340924968,0.806040446902643,0.640498971308562
0.24999999999999994,0.6969845550379995,0.5293983591613491,0.8509157509157509,0.6527114357965721,0.806040446902643,0.640498971308562
0.25499999999999995,0.7000490316253983,0.532566168009206,0.8476190476190476,0.6541342756183746,0.806040446902643,0.640498971308562
0.25999999999999995,0.7020102966413336,0.5347755291928356,0.8421245421245421,0.6541471048513302,0.806040446902643,0.640498971308562
0.26499999999999996,0.7039715616572689,0.5369805118572435,0.8377289377289378,0.6544570038632136,0.806040446902643,0.640498971308562
0.26999999999999996,0.7043392988477568,0.5375886524822695,0.832967032967033,0.653448275862069,0.806040446902643,0.640498971308562
0.27499999999999997,0.706423142927188,0.5399284862932062,0.8296703296703297,0.6541516245487364,0.806040446902643,0.640498971308562
0.27999999999999997,0.7082618288796274,0.5420673076923077,0.826007326007326,0.6545718432510885,0.806040446902643,0.640498971308562
0.285,0.7108359892130424,0.5450570803983483,0.8219780219780219,0.6554695487074631,0.806040446902643,0.640498971308562
0.29,0.7127972542289777,0.5474148493016417,0.8183150183150183,0.6559976508589047,0.806040446902643,0.640498971308562
0.295,0.7140230448639372,0.5490972050457581,0.8131868131868132,0.6555440720507899,0.806040446902643,0.640498971308562
0.3,0.7153714145623927,0.551051051051051,0.8065934065934066,0.6547725245316681,0.806040446902643,0.640498971308562
0.30499999999999994,0.7161068889433685,0.5521936459909228,0.8021978021978022,0.6541218637992832,0.806040446902643,0.640498971308562
0.30999999999999994,0.7183133120862957,0.5550178298522669,0.7981684981684982,0.6547475961538461,0.806040446902643,0.640498971308562
0.31499999999999995,0.7205197352292229,0.5577812018489985,0.7956043956043956,0.6557971014492754,0.806040446902643,0.640498971308562
0.31999999999999995,0.7223584211816622,0.5602800103707545,0.7915750915750915,0.6561408835585244,0.806040446902643,0.640498971308562
0.32499999999999996,0.7234616327531258,0.5620418848167539,0.7864468864468864,0.6555725190839695,0.806040446902643,0.640498971308562
0.32999999999999996,0.7243196861975975,0.5635067335621864,0.7816849816849817,0.6549025625287709,0.806040446902643,0.640498971308562
0.33499999999999996,0.7261583721500368,0.5661333333333334,0.7776556776556777,0.6552469135802469,0.806040446902643,0.640498971308562
0.33999999999999997,0.7270164255945084,0.5678446182897221,0.7710622710622711,0.654031381078142,0.806040446902643,0.640498971308562
0.3449999999999999,0.7267712674675165,0.5682375374557341,0.764102564102564,0.6517731604436807,0.806040446902643,0.640498971308562
0.3499999999999999,0.7283647952929639,0.5707599118942731,0.7593406593406593,0.6516818610499843,0.806040446902643,0.640498971308562
0.3549999999999999,0.7302034812454032,0.5736153632062343,0.7549450549450549,0.6519057409457536,0.806040446902643,0.640498971308562
0.35999999999999993,0.7324099043883304,0.57689063817824,0.7516483516483516,0.6527755686336886,0.806040446902643,0.640498971308562
0.36499999999999994,0.7336356950232901,0.5793221304471661,0.7450549450549451,0.6518186188110879,0.806040446902643,0.640498971308562
0.36999999999999994,0.7349840647217455,0.5818915801614764,0.7391941391941392,0.6511777992900936,0.806040446902643,0.640498971308562
0.37499999999999994,0.7359646972297131,0.583916083916084,0.734065934065934,0.6504381694255112,0.806040446902643,0.640498971308562
